"Time Interval","Day","Out Area","In Area","Capacity (MW)"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|DE-AT-LU","BZN|FR","1200.0"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|IT-North","BZN|FR","N/A"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|IT-North-FR","BZN|FR","n/e"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|DE-LU","BZN|FR","n/e"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|GB(IFA)","BZN|FR","n/e"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|BE","BZN|FR","1600.0"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|CH","BZN|FR","1100.0"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|ES","BZN|FR","2250.0"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|FR","BZN|DE-AT-LU","1800.0"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|FR","BZN|IT-North","N/A"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|FR","BZN|IT-North-FR","n/e"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|FR","BZN|DE-LU","n/e"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|FR","BZN|GB(IFA)","n/e"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|FR","BZN|BE","2500.0"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|FR","BZN|CH","3200.0"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|FR","BZN|ES","2500.0"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|FR","BZN|GB","2000.0"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|FR","BZN|GB(ElecLink)","n/e"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|FR","BZN|GB(IFA2)","n/e"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|GB","BZN|FR","2000.0"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|GB(ElecLink)","BZN|FR","n/e"
"01/01/2016 - 01/01/2017","Monday 28/12/2015","BZN|GB(IFA2)","BZN|FR","n/e"
"01/01/2016 - 01/01/2017","Tuesday 29/12/2015","BZN|DE-AT-LU","BZN|FR","1200.0"
"01/01/2016 - 01/01/2017","Tuesday 29/12/2015","BZN|IT-North","BZN|FR","N/A"
"01/01/2016 - 01/01/2017","Tuesday 29/12/2015","BZN|IT-North-FR","BZN|FR","n/e"
"01/01/2016 - 01/01/2017","Tuesday 29/12/2015","BZN|DE-LU","BZN|FR","n/e"
"01/01/2016 - 01/01/2017","Tuesday 29/12/2015","BZN|GB(IFA)","BZN|FR","n/e"
