"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"07/01/2015 21:00:00 - 07/01/2015 22:00:00","BZN|IT-North","Without Sequence","50.55","",""
"07/01/2015 22:00:00 - 07/01/2015 23:00:00","BZN|IT-North","Without Sequence","49.78","",""
"07/01/2015 23:00:00 - 08/01/2015 00:00:00","BZN|IT-North","Without Sequence","49.78","",""
"08/01/2015 00:00:00 - 08/01/2015 01:00:00","BZN|IT-North","Without Sequence","46.48","",""
"08/01/2015 01:00:00 - 08/01/2015 02:00:00","BZN|IT-North","Without Sequence","40.85","",""
"08/01/2015 02:00:00 - 08/01/2015 03:00:00","BZN|IT-North","Without Sequence","40.03","",""
"08/01/2015 03:00:00 - 08/01/2015 04:00:00","BZN|IT-North","Without Sequence","38.85","",""
"08/01/2015 04:00:00 - 08/01/2015 05:00:00","BZN|IT-North","Without Sequence","39.10","",""
"08/01/2015 05:00:00 - 08/01/2015 06:00:00","BZN|IT-North","Without Sequence","44.41","",""
"08/01/2015 06:00:00 - 08/01/2015 07:00:00","BZN|IT-North","Without Sequence","60.00","",""
"08/01/2015 07:00:00 - 08/01/2015 08:00:00","BZN|IT-North","Without Sequence","65.66","",""
"08/01/2015 08:00:00 - 08/01/2015 09:00:00","BZN|IT-North","Without Sequence","78.24","",""
"08/01/2015 09:00:00 - 08/01/2015 10:00:00","BZN|IT-North","Without Sequence","76.00","",""
"08/01/2015 10:00:00 - 08/01/2015 11:00:00","BZN|IT-North","Without Sequence","71.35","",""
"08/01/2015 11:00:00 - 08/01/2015 12:00:00","BZN|IT-North","Without Sequence","66.95","",""
"08/01/2015 12:00:00 - 08/01/2015 13:00:00","BZN|IT-North","Without Sequence","57.75","",""
"08/01/2015 13:00:00 - 08/01/2015 14:00:00","BZN|IT-North","Without Sequence","57.89","",""
"08/01/2015 14:00:00 - 08/01/2015 15:00:00","BZN|IT-North","Without Sequence","65.15","",""
"08/01/2015 15:00:00 - 08/01/2015 16:00:00","BZN|IT-North","Without Sequence","65.00","",""
"08/01/2015 16:00:00 - 08/01/2015 17:00:00","BZN|IT-North","Without Sequence","65.99","",""
"08/01/2015 17:00:00 - 08/01/2015 18:00:00","BZN|IT-North","Without Sequence","67.08","",""
"08/01/2015 18:00:00 - 08/01/2015 19:00:00","BZN|IT-North","Without Sequence","64.00","",""
"08/01/2015 19:00:00 - 08/01/2015 20:00:00","BZN|IT-North","Without Sequence","62.00","",""
"08/01/2015 20:00:00 - 08/01/2015 21:00:00","BZN|IT-North","Without Sequence","57.20","",""
"08/01/2015 21:00:00 - 08/01/2015 22:00:00","BZN|IT-North","Without Sequence","51.01","",""
"08/01/2015 22:00:00 - 08/01/2015 23:00:00","BZN|IT-North","Without Sequence","50.26","",""
"08/01/2015 23:00:00 - 09/01/2015 00:00:00","BZN|IT-North","Without Sequence","48.90","",""
"09/01/2015 00:00:00 - 09/01/2015 01:00:00","BZN|IT-North","Without Sequence","44.89","",""
"09/01/2015 01:00:00 - 09/01/2015 02:00:00","BZN|IT-North","Without Sequence","41.10","",""
"09/01/2015 02:00:00 - 09/01/2015 03:00:00","BZN|IT-North","Without Sequence","40.80","",""
"09/01/2015 03:00:00 - 09/01/2015 04:00:00","BZN|IT-North","Without Sequence","40.03","",""
"09/01/2015 04:00:00 - 09/01/2015 05:00:00","BZN|IT-North","Without Sequence","40.80","",""
"09/01/2015 05:00:00 - 09/01/2015 06:00:00","BZN|IT-North","Without Sequence","46.21","",""
"09/01/2015 06:00:00 - 09/01/2015 07:00:00","BZN|IT-North","Without Sequence","52.04","",""
"09/01/2015 07:00:00 - 09/01/2015 08:00:00","BZN|IT-North","Without Sequence","60.03","",""
"09/01/2015 08:00:00 - 09/01/2015 09:00:00","BZN|IT-North","Without Sequence","69.65","",""
"09/01/2015 09:00:00 - 09/01/2015 10:00:00","BZN|IT-North","Without Sequence","71.94","",""
"09/01/2015 10:00:00 - 09/01/2015 11:00:00","BZN|IT-North","Without Sequence","65.39","",""
"09/01/2015 11:00:00 - 09/01/2015 12:00:00","BZN|IT-North","Without Sequence","63.98","",""
"09/01/2015 12:00:00 - 09/01/2015 13:00:00","BZN|IT-North","Without Sequence","52.44","",""
"09/01/2015 13:00:00 - 09/01/2015 14:00:00","BZN|IT-North","Without Sequence","51.05","",""
"09/01/2015 14:00:00 - 09/01/2015 15:00:00","BZN|IT-North","Without Sequence","54.45","",""
"09/01/2015 15:00:00 - 09/01/2015 16:00:00","BZN|IT-North","Without Sequence","58.00","",""
"09/01/2015 16:00:00 - 09/01/2015 17:00:00","BZN|IT-North","Without Sequence","61.00","",""
"09/01/2015 17:00:00 - 09/01/2015 18:00:00","BZN|IT-North","Without Sequence","65.04","",""
"09/01/2015 18:00:00 - 09/01/2015 19:00:00","BZN|IT-North","Without Sequence","63.98","",""
"09/01/2015 19:00:00 - 09/01/2015 20:00:00","BZN|IT-North","Without Sequence","58.43","",""
"09/01/2015 20:00:00 - 09/01/2015 21:00:00","BZN|IT-North","Without Sequence","51.80","",""
"09/01/2015 21:00:00 - 09/01/2015 22:00:00","BZN|IT-North","Without Sequence","50.40","",""
"09/01/2015 22:00:00 - 09/01/2015 23:00:00","BZN|IT-North","Without Sequence","48.80","",""
"09/01/2015 23:00:00 - 10/01/2015 00:00:00","BZN|IT-North","Without Sequence","44.96","",""
"10/01/2015 00:00:00 - 10/01/2015 01:00:00","BZN|IT-North","Without Sequence","42.49","",""
"10/01/2015 01:00:00 - 10/01/2015 02:00:00","BZN|IT-North","Without Sequence","38.80","",""
"10/01/2015 02:00:00 - 10/01/2015 03:00:00","BZN|IT-North","Without Sequence","34.51","",""
"10/01/2015 03:00:00 - 10/01/2015 04:00:00","BZN|IT-North","Without Sequence","33.35","",""
"10/01/2015 04:00:00 - 10/01/2015 05:00:00","BZN|IT-North","Without Sequence","32.68","",""
"10/01/2015 05:00:00 - 10/01/2015 06:00:00","BZN|IT-North","Without Sequence","34.51","",""
"10/01/2015 06:00:00 - 10/01/2015 07:00:00","BZN|IT-North","Without Sequence","42.99","",""
"10/01/2015 07:00:00 - 10/01/2015 08:00:00","BZN|IT-North","Without Sequence","49.11","",""
"10/01/2015 08:00:00 - 10/01/2015 09:00:00","BZN|IT-North","Without Sequence","50.16","",""
"10/01/2015 09:00:00 - 10/01/2015 10:00:00","BZN|IT-North","Without Sequence","49.28","",""
"10/01/2015 10:00:00 - 10/01/2015 11:00:00","BZN|IT-North","Without Sequence","47.01","",""
"10/01/2015 11:00:00 - 10/01/2015 12:00:00","BZN|IT-North","Without Sequence","44.49","",""
"10/01/2015 12:00:00 - 10/01/2015 13:00:00","BZN|IT-North","Without Sequence","40.78","",""
"10/01/2015 13:00:00 - 10/01/2015 14:00:00","BZN|IT-North","Without Sequence","38.00","",""
"10/01/2015 14:00:00 - 10/01/2015 15:00:00","BZN|IT-North","Without Sequence","39.46","",""
"10/01/2015 15:00:00 - 10/01/2015 16:00:00","BZN|IT-North","Without Sequence","45.00","",""
"10/01/2015 16:00:00 - 10/01/2015 17:00:00","BZN|IT-North","Without Sequence","47.72","",""
"10/01/2015 17:00:00 - 10/01/2015 18:00:00","BZN|IT-North","Without Sequence","53.10","",""
"10/01/2015 18:00:00 - 10/01/2015 19:00:00","BZN|IT-North","Without Sequence","52.84","",""
"10/01/2015 19:00:00 - 10/01/2015 20:00:00","BZN|IT-North","Without Sequence","51.95","",""
"10/01/2015 20:00:00 - 10/01/2015 21:00:00","BZN|IT-North","Without Sequence","49.00","",""
"10/01/2015 21:00:00 - 10/01/2015 22:00:00","BZN|IT-North","Without Sequence","46.44","",""
"10/01/2015 22:00:00 - 10/01/2015 23:00:00","BZN|IT-North","Without Sequence","44.49","",""
"10/01/2015 23:00:00 - 11/01/2015 00:00:00","BZN|IT-North","Without Sequence","40.83","",""
"11/01/2015 00:00:00 - 11/01/2015 01:00:00","BZN|IT-North","Without Sequence","39.24","",""
"11/01/2015 01:00:00 - 11/01/2015 02:00:00","BZN|IT-North","Without Sequence","34.45","",""
"11/01/2015 02:00:00 - 11/01/2015 03:00:00","BZN|IT-North","Without Sequence","27.74","",""
"11/01/2015 03:00:00 - 11/01/2015 04:00:00","BZN|IT-North","Without Sequence","20.00","",""
"11/01/2015 04:00:00 - 11/01/2015 05:00:00","BZN|IT-North","Without Sequence","20.00","",""
"11/01/2015 05:00:00 - 11/01/2015 06:00:00","BZN|IT-North","Without Sequence","25.01","",""
"11/01/2015 06:00:00 - 11/01/2015 07:00:00","BZN|IT-North","Without Sequence","33.76","",""
"11/01/2015 07:00:00 - 11/01/2015 08:00:00","BZN|IT-North","Without Sequence","37.27","",""
"11/01/2015 08:00:00 - 11/01/2015 09:00:00","BZN|IT-North","Without Sequence","38.78","",""
"11/01/2015 09:00:00 - 11/01/2015 10:00:00","BZN|IT-North","Without Sequence","40.01","",""
"11/01/2015 10:00:00 - 11/01/2015 11:00:00","BZN|IT-North","Without Sequence","37.00","",""
"11/01/2015 11:00:00 - 11/01/2015 12:00:00","BZN|IT-North","Without Sequence","34.51","",""
"11/01/2015 12:00:00 - 11/01/2015 13:00:00","BZN|IT-North","Without Sequence","33.76","",""
"11/01/2015 13:00:00 - 11/01/2015 14:00:00","BZN|IT-North","Without Sequence","28.00","",""
"11/01/2015 14:00:00 - 11/01/2015 15:00:00","BZN|IT-North","Without Sequence","30.20","",""
"11/01/2015 15:00:00 - 11/01/2015 16:00:00","BZN|IT-North","Without Sequence","35.51","",""
"11/01/2015 16:00:00 - 11/01/2015 17:00:00","BZN|IT-North","Without Sequence","44.53","",""
"11/01/2015 17:00:00 - 11/01/2015 18:00:00","BZN|IT-North","Without Sequence","53.48","",""
"11/01/2015 18:00:00 - 11/01/2015 19:00:00","BZN|IT-North","Without Sequence","55.00","",""
"11/01/2015 19:00:00 - 11/01/2015 20:00:00","BZN|IT-North","Without Sequence","58.71","",""
"11/01/2015 20:00:00 - 11/01/2015 21:00:00","BZN|IT-North","Without Sequence","55.60","",""
"11/01/2015 21:00:00 - 11/01/2015 22:00:00","BZN|IT-North","Without Sequence","49.21","",""
"11/01/2015 22:00:00 - 11/01/2015 23:00:00","BZN|IT-North","Without Sequence","45.01","",""
"11/01/2015 23:00:00 - 12/01/2015 00:00:00","BZN|IT-North","Without Sequence","38.96","",""
"12/01/2015 00:00:00 - 12/01/2015 01:00:00","BZN|IT-North","Without Sequence","33.78","",""
"12/01/2015 01:00:00 - 12/01/2015 02:00:00","BZN|IT-North","Without Sequence","28.30","",""
"12/01/2015 02:00:00 - 12/01/2015 03:00:00","BZN|IT-North","Without Sequence","22.08","",""
"12/01/2015 03:00:00 - 12/01/2015 04:00:00","BZN|IT-North","Without Sequence","19.80","",""
"12/01/2015 04:00:00 - 12/01/2015 05:00:00","BZN|IT-North","Without Sequence","25.00","",""
"12/01/2015 05:00:00 - 12/01/2015 06:00:00","BZN|IT-North","Without Sequence","33.62","",""
"12/01/2015 06:00:00 - 12/01/2015 07:00:00","BZN|IT-North","Without Sequence","48.07","",""
"12/01/2015 07:00:00 - 12/01/2015 08:00:00","BZN|IT-North","Without Sequence","55.23","",""
"12/01/2015 08:00:00 - 12/01/2015 09:00:00","BZN|IT-North","Without Sequence","65.00","",""
"12/01/2015 09:00:00 - 12/01/2015 10:00:00","BZN|IT-North","Without Sequence","61.28","",""
"12/01/2015 10:00:00 - 12/01/2015 11:00:00","BZN|IT-North","Without Sequence","54.28","",""
"12/01/2015 11:00:00 - 12/01/2015 12:00:00","BZN|IT-North","Without Sequence","53.36","",""
"12/01/2015 12:00:00 - 12/01/2015 13:00:00","BZN|IT-North","Without Sequence","47.88","",""
"12/01/2015 13:00:00 - 12/01/2015 14:00:00","BZN|IT-North","Without Sequence","48.36","",""
"12/01/2015 14:00:00 - 12/01/2015 15:00:00","BZN|IT-North","Without Sequence","52.69","",""
"12/01/2015 15:00:00 - 12/01/2015 16:00:00","BZN|IT-North","Without Sequence","57.35","",""
"12/01/2015 16:00:00 - 12/01/2015 17:00:00","BZN|IT-North","Without Sequence","59.21","",""
"12/01/2015 17:00:00 - 12/01/2015 18:00:00","BZN|IT-North","Without Sequence","61.82","",""
"12/01/2015 18:00:00 - 12/01/2015 19:00:00","BZN|IT-North","Without Sequence","59.80","",""
"12/01/2015 19:00:00 - 12/01/2015 20:00:00","BZN|IT-North","Without Sequence","55.50","",""
"12/01/2015 20:00:00 - 12/01/2015 21:00:00","BZN|IT-North","Without Sequence","51.70","",""
"12/01/2015 21:00:00 - 12/01/2015 22:00:00","BZN|IT-North","Without Sequence","51.52","",""
"12/01/2015 22:00:00 - 12/01/2015 23:00:00","BZN|IT-North","Without Sequence","48.93","",""
"12/01/2015 23:00:00 - 13/01/2015 00:00:00","BZN|IT-North","Without Sequence","45.74","",""
"13/01/2015 00:00:00 - 13/01/2015 01:00:00","BZN|IT-North","Without Sequence","44.20","",""
"13/01/2015 01:00:00 - 13/01/2015 02:00:00","BZN|IT-North","Without Sequence","41.53","",""
"13/01/2015 02:00:00 - 13/01/2015 03:00:00","BZN|IT-North","Without Sequence","40.78","",""
"13/01/2015 03:00:00 - 13/01/2015 04:00:00","BZN|IT-North","Without Sequence","40.29","",""
"13/01/2015 04:00:00 - 13/01/2015 05:00:00","BZN|IT-North","Without Sequence","41.53","",""
"13/01/2015 05:00:00 - 13/01/2015 06:00:00","BZN|IT-North","Without Sequence","46.59","",""
"13/01/2015 06:00:00 - 13/01/2015 07:00:00","BZN|IT-North","Without Sequence","51.54","",""
"13/01/2015 07:00:00 - 13/01/2015 08:00:00","BZN|IT-North","Without Sequence","57.03","",""
"13/01/2015 08:00:00 - 13/01/2015 09:00:00","BZN|IT-North","Without Sequence","69.16","",""
"13/01/2015 09:00:00 - 13/01/2015 10:00:00","BZN|IT-North","Without Sequence","64.97","",""
"13/01/2015 10:00:00 - 13/01/2015 11:00:00","BZN|IT-North","Without Sequence","59.95","",""
"13/01/2015 11:00:00 - 13/01/2015 12:00:00","BZN|IT-North","Without Sequence","55.39","",""
"13/01/2015 12:00:00 - 13/01/2015 13:00:00","BZN|IT-North","Without Sequence","49.44","",""
"13/01/2015 13:00:00 - 13/01/2015 14:00:00","BZN|IT-North","Without Sequence","49.04","",""
"13/01/2015 14:00:00 - 13/01/2015 15:00:00","BZN|IT-North","Without Sequence","53.16","",""
"13/01/2015 15:00:00 - 13/01/2015 16:00:00","BZN|IT-North","Without Sequence","57.81","",""
"13/01/2015 16:00:00 - 13/01/2015 17:00:00","BZN|IT-North","Without Sequence","60.21","",""
"13/01/2015 17:00:00 - 13/01/2015 18:00:00","BZN|IT-North","Without Sequence","64.49","",""
"13/01/2015 18:00:00 - 13/01/2015 19:00:00","BZN|IT-North","Without Sequence","62.08","",""
"13/01/2015 19:00:00 - 13/01/2015 20:00:00","BZN|IT-North","Without Sequence","57.30","",""
"13/01/2015 20:00:00 - 13/01/2015 21:00:00","BZN|IT-North","Without Sequence","51.56","",""
"13/01/2015 21:00:00 - 13/01/2015 22:00:00","BZN|IT-North","Without Sequence","50.02","",""
"13/01/2015 22:00:00 - 13/01/2015 23:00:00","BZN|IT-North","Without Sequence","49.37","",""
"13/01/2015 23:00:00 - 14/01/2015 00:00:00","BZN|IT-North","Without Sequence","48.47","",""
"14/01/2015 00:00:00 - 14/01/2015 01:00:00","BZN|IT-North","Without Sequence","42.78","",""
"14/01/2015 01:00:00 - 14/01/2015 02:00:00","BZN|IT-North","Without Sequence","39.00","",""
"14/01/2015 02:00:00 - 14/01/2015 03:00:00","BZN|IT-North","Without Sequence","38.00","",""
"14/01/2015 03:00:00 - 14/01/2015 04:00:00","BZN|IT-North","Without Sequence","38.00","",""
"14/01/2015 04:00:00 - 14/01/2015 05:00:00","BZN|IT-North","Without Sequence","40.21","",""
"14/01/2015 05:00:00 - 14/01/2015 06:00:00","BZN|IT-North","Without Sequence","43.53","",""
"14/01/2015 06:00:00 - 14/01/2015 07:00:00","BZN|IT-North","Without Sequence","47.92","",""
"14/01/2015 07:00:00 - 14/01/2015 08:00:00","BZN|IT-North","Without Sequence","54.56","",""
"14/01/2015 08:00:00 - 14/01/2015 09:00:00","BZN|IT-North","Without Sequence","64.42","",""
"14/01/2015 09:00:00 - 14/01/2015 10:00:00","BZN|IT-North","Without Sequence","59.99","",""
"14/01/2015 10:00:00 - 14/01/2015 11:00:00","BZN|IT-North","Without Sequence","54.87","",""
"14/01/2015 11:00:00 - 14/01/2015 12:00:00","BZN|IT-North","Without Sequence","52.73","",""
"14/01/2015 12:00:00 - 14/01/2015 13:00:00","BZN|IT-North","Without Sequence","48.12","",""
"14/01/2015 13:00:00 - 14/01/2015 14:00:00","BZN|IT-North","Without Sequence","48.00","",""
"14/01/2015 14:00:00 - 14/01/2015 15:00:00","BZN|IT-North","Without Sequence","50.37","",""
"14/01/2015 15:00:00 - 14/01/2015 16:00:00","BZN|IT-North","Without Sequence","53.45","",""
"14/01/2015 16:00:00 - 14/01/2015 17:00:00","BZN|IT-North","Without Sequence","57.04","",""
"14/01/2015 17:00:00 - 14/01/2015 18:00:00","BZN|IT-North","Without Sequence","60.99","",""
"14/01/2015 18:00:00 - 14/01/2015 19:00:00","BZN|IT-North","Without Sequence","60.12","",""
"14/01/2015 19:00:00 - 14/01/2015 20:00:00","BZN|IT-North","Without Sequence","55.80","",""
"14/01/2015 20:00:00 - 14/01/2015 21:00:00","BZN|IT-North","Without Sequence","50.88","",""
"14/01/2015 21:00:00 - 14/01/2015 22:00:00","BZN|IT-North","Without Sequence","49.50","",""
"14/01/2015 22:00:00 - 14/01/2015 23:00:00","BZN|IT-North","Without Sequence","48.00","",""
"14/01/2015 23:00:00 - 15/01/2015 00:00:00","BZN|IT-North","Without Sequence","44.21","",""
"15/01/2015 00:00:00 - 15/01/2015 01:00:00","BZN|IT-North","Without Sequence","43.83","",""
"15/01/2015 01:00:00 - 15/01/2015 02:00:00","BZN|IT-North","Without Sequence","41.00","",""
"15/01/2015 02:00:00 - 15/01/2015 03:00:00","BZN|IT-North","Without Sequence","39.00","",""
"15/01/2015 03:00:00 - 15/01/2015 04:00:00","BZN|IT-North","Without Sequence","39.00","",""
"15/01/2015 04:00:00 - 15/01/2015 05:00:00","BZN|IT-North","Without Sequence","41.00","",""
"15/01/2015 05:00:00 - 15/01/2015 06:00:00","BZN|IT-North","Without Sequence","45.53","",""
"15/01/2015 06:00:00 - 15/01/2015 07:00:00","BZN|IT-North","Without Sequence","50.32","",""
"15/01/2015 07:00:00 - 15/01/2015 08:00:00","BZN|IT-North","Without Sequence","58.83","",""
"15/01/2015 08:00:00 - 15/01/2015 09:00:00","BZN|IT-North","Without Sequence","69.96","",""
"15/01/2015 09:00:00 - 15/01/2015 10:00:00","BZN|IT-North","Without Sequence","66.73","",""
"15/01/2015 10:00:00 - 15/01/2015 11:00:00","BZN|IT-North","Without Sequence","61.51","",""
"15/01/2015 11:00:00 - 15/01/2015 12:00:00","BZN|IT-North","Without Sequence","56.72","",""
"15/01/2015 12:00:00 - 15/01/2015 13:00:00","BZN|IT-North","Without Sequence","50.00","",""
"15/01/2015 13:00:00 - 15/01/2015 14:00:00","BZN|IT-North","Without Sequence","49.95","",""
"15/01/2015 14:00:00 - 15/01/2015 15:00:00","BZN|IT-North","Without Sequence","53.12","",""
"15/01/2015 15:00:00 - 15/01/2015 16:00:00","BZN|IT-North","Without Sequence","54.27","",""
"15/01/2015 16:00:00 - 15/01/2015 17:00:00","BZN|IT-North","Without Sequence","57.35","",""
"15/01/2015 17:00:00 - 15/01/2015 18:00:00","BZN|IT-North","Without Sequence","63.99","",""
"15/01/2015 18:00:00 - 15/01/2015 19:00:00","BZN|IT-North","Without Sequence","61.00","",""
"15/01/2015 19:00:00 - 15/01/2015 20:00:00","BZN|IT-North","Without Sequence","56.34","",""
"15/01/2015 20:00:00 - 15/01/2015 21:00:00","BZN|IT-North","Without Sequence","52.20","",""
"15/01/2015 21:00:00 - 15/01/2015 22:00:00","BZN|IT-North","Without Sequence","50.66","",""
"15/01/2015 22:00:00 - 15/01/2015 23:00:00","BZN|IT-North","Without Sequence","48.40","",""
"15/01/2015 23:00:00 - 16/01/2015 00:00:00","BZN|IT-North","Without Sequence","43.79","",""
"16/01/2015 00:00:00 - 16/01/2015 01:00:00","BZN|IT-North","Without Sequence","43.53","",""
"16/01/2015 01:00:00 - 16/01/2015 02:00:00","BZN|IT-North","Without Sequence","40.00","",""
