"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|IT-North","Without Sequence","170.28","",""
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|IT-North","Without Sequence","155.72","",""
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|IT-North","Without Sequence","147.09","",""
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|IT-North","Without Sequence","91.00","",""
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|IT-North","Without Sequence","104.00","",""
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|IT-North","Without Sequence","140.60","",""
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|IT-North","Without Sequence","147.09","",""
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|IT-North","Without Sequence","99.99","",""
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|IT-North","Without Sequence","67.99","",""
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|IT-North","Without Sequence","95.00","",""
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|IT-North","Without Sequence","135.80","",""
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|IT-North","Without Sequence","150.70","",""
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|IT-North","Without Sequence","155.72","",""
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|IT-North","Without Sequence","147.09","",""
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|IT-North","Without Sequence","100.00","",""
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|IT-North","Without Sequence","155.00","",""
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|IT-North","Without Sequence","169.78","",""
"01/01/2022 17:00:00 - 01/01/2022 18:00:00","BZN|IT-North","Without Sequence","203.10","",""
"01/01/2022 18:00:00 - 01/01/2022 19:00:00","BZN|IT-North","Without Sequence","205.83","",""
"01/01/2022 19:00:00 - 01/01/2022 20:00:00","BZN|IT-North","Without Sequence","214.66","",""
"01/01/2022 20:00:00 - 01/01/2022 21:00:00","BZN|IT-North","Without Sequence","214.66","",""
"01/01/2022 21:00:00 - 01/01/2022 22:00:00","BZN|IT-North","Without Sequence","203.00","",""
"01/01/2022 22:00:00 - 01/01/2022 23:00:00","BZN|IT-North","Without Sequence","180.00","",""
"01/01/2022 23:00:00 - 02/01/2022 00:00:00","BZN|IT-North","Without Sequence","162.44","",""
"02/01/2022 00:00:00 - 02/01/2022 01:00:00","BZN|IT-North","Without Sequence","148.08","",""
"02/01/2022 01:00:00 - 02/01/2022 02:00:00","BZN|IT-North","Without Sequence","142.85","",""
"02/01/2022 02:00:00 - 02/01/2022 03:00:00","BZN|IT-North","Without Sequence","140.60","",""
"02/01/2022 03:00:00 - 02/01/2022 04:00:00","BZN|IT-North","Without Sequence","100.00","",""
"02/01/2022 04:00:00 - 02/01/2022 05:00:00","BZN|IT-North","Without Sequence","140.60","",""
"02/01/2022 05:00:00 - 02/01/2022 06:00:00","BZN|IT-North","Without Sequence","141.93","",""
"02/01/2022 06:00:00 - 02/01/2022 07:00:00","BZN|IT-North","Without Sequence","147.09","",""
"02/01/2022 07:00:00 - 02/01/2022 08:00:00","BZN|IT-North","Without Sequence","152.61","",""
"02/01/2022 08:00:00 - 02/01/2022 09:00:00","BZN|IT-North","Without Sequence","152.59","",""
"02/01/2022 09:00:00 - 02/01/2022 10:00:00","BZN|IT-North","Without Sequence","155.72","",""
"02/01/2022 10:00:00 - 02/01/2022 11:00:00","BZN|IT-North","Without Sequence","167.98","",""
"02/01/2022 11:00:00 - 02/01/2022 12:00:00","BZN|IT-North","Without Sequence","175.08","",""
"02/01/2022 12:00:00 - 02/01/2022 13:00:00","BZN|IT-North","Without Sequence","189.58","",""
"02/01/2022 13:00:00 - 02/01/2022 14:00:00","BZN|IT-North","Without Sequence","169.69","",""
"02/01/2022 14:00:00 - 02/01/2022 15:00:00","BZN|IT-North","Without Sequence","155.72","",""
"02/01/2022 15:00:00 - 02/01/2022 16:00:00","BZN|IT-North","Without Sequence","167.75","",""
"02/01/2022 16:00:00 - 02/01/2022 17:00:00","BZN|IT-North","Without Sequence","194.21","",""
"02/01/2022 17:00:00 - 02/01/2022 18:00:00","BZN|IT-North","Without Sequence","245.00","",""
"02/01/2022 18:00:00 - 02/01/2022 19:00:00","BZN|IT-North","Without Sequence","225.19","",""
"02/01/2022 19:00:00 - 02/01/2022 20:00:00","BZN|IT-North","Without Sequence","216.29","",""
"02/01/2022 20:00:00 - 02/01/2022 21:00:00","BZN|IT-North","Without Sequence","199.64","",""
"02/01/2022 21:00:00 - 02/01/2022 22:00:00","BZN|IT-North","Without Sequence","178.41","",""
"02/01/2022 22:00:00 - 02/01/2022 23:00:00","BZN|IT-North","Without Sequence","154.44","",""
"02/01/2022 23:00:00 - 03/01/2022 00:00:00","BZN|IT-North","Without Sequence","144.79","",""
"03/01/2022 00:00:00 - 03/01/2022 01:00:00","BZN|IT-North","Without Sequence","127.00","",""
"03/01/2022 01:00:00 - 03/01/2022 02:00:00","BZN|IT-North","Without Sequence","127.00","",""
"03/01/2022 02:00:00 - 03/01/2022 03:00:00","BZN|IT-North","Without Sequence","84.62","",""
"03/01/2022 03:00:00 - 03/01/2022 04:00:00","BZN|IT-North","Without Sequence","83.27","",""
"03/01/2022 04:00:00 - 03/01/2022 05:00:00","BZN|IT-North","Without Sequence","85.00","",""
"03/01/2022 05:00:00 - 03/01/2022 06:00:00","BZN|IT-North","Without Sequence","84.50","",""
"03/01/2022 06:00:00 - 03/01/2022 07:00:00","BZN|IT-North","Without Sequence","164.46","",""
"03/01/2022 07:00:00 - 03/01/2022 08:00:00","BZN|IT-North","Without Sequence","202.03","",""
"03/01/2022 08:00:00 - 03/01/2022 09:00:00","BZN|IT-North","Without Sequence","212.00","",""
"03/01/2022 09:00:00 - 03/01/2022 10:00:00","BZN|IT-North","Without Sequence","232.00","",""
"03/01/2022 10:00:00 - 03/01/2022 11:00:00","BZN|IT-North","Without Sequence","239.51","",""
"03/01/2022 11:00:00 - 03/01/2022 12:00:00","BZN|IT-North","Without Sequence","212.22","",""
"03/01/2022 12:00:00 - 03/01/2022 13:00:00","BZN|IT-North","Without Sequence","202.03","",""
"03/01/2022 13:00:00 - 03/01/2022 14:00:00","BZN|IT-North","Without Sequence","199.89","",""
"03/01/2022 14:00:00 - 03/01/2022 15:00:00","BZN|IT-North","Without Sequence","207.16","",""
"03/01/2022 15:00:00 - 03/01/2022 16:00:00","BZN|IT-North","Without Sequence","265.00","",""
"03/01/2022 16:00:00 - 03/01/2022 17:00:00","BZN|IT-North","Without Sequence","270.00","",""
"03/01/2022 17:00:00 - 03/01/2022 18:00:00","BZN|IT-North","Without Sequence","300.00","",""
"03/01/2022 18:00:00 - 03/01/2022 19:00:00","BZN|IT-North","Without Sequence","300.00","",""
"03/01/2022 19:00:00 - 03/01/2022 20:00:00","BZN|IT-North","Without Sequence","275.00","",""
"03/01/2022 20:00:00 - 03/01/2022 21:00:00","BZN|IT-North","Without Sequence","221.16","",""
"03/01/2022 21:00:00 - 03/01/2022 22:00:00","BZN|IT-North","Without Sequence","199.08","",""
"03/01/2022 22:00:00 - 03/01/2022 23:00:00","BZN|IT-North","Without Sequence","170.00","",""
"03/01/2022 23:00:00 - 04/01/2022 00:00:00","BZN|IT-North","Without Sequence","161.01","",""
"04/01/2022 00:00:00 - 04/01/2022 01:00:00","BZN|IT-North","Without Sequence","150.55","",""
"04/01/2022 01:00:00 - 04/01/2022 02:00:00","BZN|IT-North","Without Sequence","140.60","",""
"04/01/2022 02:00:00 - 04/01/2022 03:00:00","BZN|IT-North","Without Sequence","113.29","",""
"04/01/2022 03:00:00 - 04/01/2022 04:00:00","BZN|IT-North","Without Sequence","105.81","",""
"04/01/2022 04:00:00 - 04/01/2022 05:00:00","BZN|IT-North","Without Sequence","105.00","",""
"04/01/2022 05:00:00 - 04/01/2022 06:00:00","BZN|IT-North","Without Sequence","120.00","",""
"04/01/2022 06:00:00 - 04/01/2022 07:00:00","BZN|IT-North","Without Sequence","156.91","",""
"04/01/2022 07:00:00 - 04/01/2022 08:00:00","BZN|IT-North","Without Sequence","182.64","",""
"04/01/2022 08:00:00 - 04/01/2022 09:00:00","BZN|IT-North","Without Sequence","200.00","",""
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|IT-North","Without Sequence","192.80","",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|IT-North","Without Sequence","189.88","",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|IT-North","Without Sequence","182.42","",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|IT-North","Without Sequence","182.46","",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|IT-North","Without Sequence","179.59","",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|IT-North","Without Sequence","179.00","",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|IT-North","Without Sequence","180.93","",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|IT-North","Without Sequence","192.27","",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|IT-North","Without Sequence","201.21","",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|IT-North","Without Sequence","197.19","",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|IT-North","Without Sequence","190.35","",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|IT-North","Without Sequence","170.84","",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|IT-North","Without Sequence","161.30","",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|IT-North","Without Sequence","156.80","",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|IT-North","Without Sequence","145.60","",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|IT-North","Without Sequence","142.60","",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|IT-North","Without Sequence","105.10","",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|IT-North","Without Sequence","84.50","",""
