"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2017 00:00:00 - 01/01/2017 01:00:00","BZN|ES","Without Sequence","58.82","",""
"01/01/2017 01:00:00 - 01/01/2017 02:00:00","BZN|ES","Without Sequence","58.23","",""
"01/01/2017 02:00:00 - 01/01/2017 03:00:00","BZN|ES","Without Sequence","51.95","",""
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|ES","Without Sequence","47.27","",""
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|ES","Without Sequence","45.49","",""
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|ES","Without Sequence","44.50","",""
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|ES","Without Sequence","44.50","",""
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|ES","Without Sequence","44.72","",""
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|ES","Without Sequence","44.22","",""
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|ES","Without Sequence","45.13","",""
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|ES","Without Sequence","46.23","",""
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|ES","Without Sequence","47.91","",""
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|ES","Without Sequence","49.57","",""
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|ES","Without Sequence","48.69","",""
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|ES","Without Sequence","47.20","",""
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|ES","Without Sequence","46.51","",""
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|ES","Without Sequence","46.52","",""
"01/01/2017 17:00:00 - 01/01/2017 18:00:00","BZN|ES","Without Sequence","51.59","",""
"01/01/2017 18:00:00 - 01/01/2017 19:00:00","BZN|ES","Without Sequence","59.07","",""
"01/01/2017 19:00:00 - 01/01/2017 20:00:00","BZN|ES","Without Sequence","62.10","",""
"01/01/2017 20:00:00 - 01/01/2017 21:00:00","BZN|ES","Without Sequence","64.20","",""
"01/01/2017 21:00:00 - 01/01/2017 22:00:00","BZN|ES","Without Sequence","60.69","",""
"01/01/2017 22:00:00 - 01/01/2017 23:00:00","BZN|ES","Without Sequence","59.07","",""
"01/01/2017 23:00:00 - 02/01/2017 00:00:00","BZN|ES","Without Sequence","52.00","",""
"02/01/2017 00:00:00 - 02/01/2017 01:00:00","BZN|ES","Without Sequence","54.99","",""
"02/01/2017 01:00:00 - 02/01/2017 02:00:00","BZN|ES","Without Sequence","50.18","",""
"02/01/2017 02:00:00 - 02/01/2017 03:00:00","BZN|ES","Without Sequence","47.10","",""
"02/01/2017 03:00:00 - 02/01/2017 04:00:00","BZN|ES","Without Sequence","45.78","",""
"02/01/2017 04:00:00 - 02/01/2017 05:00:00","BZN|ES","Without Sequence","44.99","",""
"02/01/2017 05:00:00 - 02/01/2017 06:00:00","BZN|ES","Without Sequence","46.90","",""
"02/01/2017 06:00:00 - 02/01/2017 07:00:00","BZN|ES","Without Sequence","50.24","",""
"02/01/2017 07:00:00 - 02/01/2017 08:00:00","BZN|ES","Without Sequence","59.07","",""
"02/01/2017 08:00:00 - 02/01/2017 09:00:00","BZN|ES","Without Sequence","64.98","",""
"02/01/2017 09:00:00 - 02/01/2017 10:00:00","BZN|ES","Without Sequence","65.02","",""
"02/01/2017 10:00:00 - 02/01/2017 11:00:00","BZN|ES","Without Sequence","68.49","",""
"02/01/2017 11:00:00 - 02/01/2017 12:00:00","BZN|ES","Without Sequence","65.99","",""
"02/01/2017 12:00:00 - 02/01/2017 13:00:00","BZN|ES","Without Sequence","65.75","",""
"02/01/2017 13:00:00 - 02/01/2017 14:00:00","BZN|ES","Without Sequence","64.98","",""
"02/01/2017 14:00:00 - 02/01/2017 15:00:00","BZN|ES","Without Sequence","61.19","",""
"02/01/2017 15:00:00 - 02/01/2017 16:00:00","BZN|ES","Without Sequence","59.71","",""
"02/01/2017 16:00:00 - 02/01/2017 17:00:00","BZN|ES","Without Sequence","60.96","",""
"02/01/2017 17:00:00 - 02/01/2017 18:00:00","BZN|ES","Without Sequence","69.19","",""
"02/01/2017 18:00:00 - 02/01/2017 19:00:00","BZN|ES","Without Sequence","72.15","",""
"02/01/2017 19:00:00 - 02/01/2017 20:00:00","BZN|ES","Without Sequence","73.20","",""
